No Cotizacion;Cod;Producto;concepto;medida;cantidad;Iva;vr/unitario;vr total;;;
GC-01-2023-268;09;Análisis de Puesto de Trabajo;"Inspección y análisis de Puesto de Trabajo o evaluación del puesto de trabajo (PSICOSOCIAL o BIOMECÁNICO).

Estudio realizado por Profesional especialista en SST. Pretende realiza acompañamiento, revisión y análisis del puesto de trabajo para determinar CARGA MENTAL y/o FISICA  para las actividades desarrolladas por los trabajadores en la empresa.

El estudio se realiza por cargos; de los cuales se realiza 1 estudio por cargo similar para determinar condiciones. 

Incluye: Asignación de profesional, Papelería y documentación y equipos de medición necesarios.";Unidad;1;19%; $ 950.000 ; $ 950.000 ;;;
GC-01-2023-269;09;Análisis de Puesto de Trabajo;"Inspección y análisis de Puesto de Trabajo o evaluación del puesto de trabajo (PSICOSOCIAL o BIOMECÁNICO).

Estudio realizado por Profesional especialista en SST. Pretende realiza acompañamiento, revisión y análisis del puesto de trabajo para determinar CARGA MENTAL y/o FISICA  para las actividades desarrolladas por los trabajadores en la empresa.

El estudio se realiza por cargos; de los cuales se realiza 1 estudio por cargo similar para determinar condiciones. 

Incluye: Asignación de profesional, Papelería y documentación y equipos de medición necesarios.";Unidad;1;19%; $ 950.000 ; $ 950.000 ;;;
GC-01-2023-270;01;Aplicación encuesta / batería de riesgo Psicosocial:;"Aplicación de Encuesta / batería de riesgo Psicosocial:

Disponibilidad de profesional especialista para la aplicación, medición e interpretación de resultados de cuestionarios en ciudades principales. 

Incluye: Asignación de profesional, Papeleria y documentación necesaria. Formas A y B de acuerdo con la normatividad y perfil del colaborador. 

Entrega de informe final en socialización a directivos, coordinadores comites y demás grupos interesados.";Unidad;12;19%; $ 90.000 ; $ 1.080.000 ;;;
GC-01-2023-271;10;Medición de iluminación por luxómetria:;"Aplicación de Encuesta / batería de riesgo Psicosocial:

Disponibilidad de profesional especialista para la aplicación, medición e interpretación de resultados de cuestionarios en ciudades principales. 

Incluye: Asignación de profesional, Papeleria y documentación necesaria. Formas A y B de acuerdo con la normatividad y perfil del colaborador. 

Entrega de informe final en socialización a directivos, coordinadores comites y demás grupos interesados.";Unidad;350;19%; $ 40.000 ; $ 14.000.000 ;;;
GC-01-2023-272;01;Aplicación encuesta / batería de riesgo Psicosocial:;"Aplicación de Encuesta / batería de riesgo Psicosocial:

Disponibilidad de profesional especialista para la aplicación, medición e interpretación de resultados de cuestionarios en ciudades principales. 

Incluye: Asignación de profesional, Papeleria y documentación necesaria. Formas A y B de acuerdo con la normatividad y perfil del colaborador. 

Entrega de informe final en socialización a directivos, coordinadores comites y demás grupos interesados.";Unidad;141;19%; $ 35.000 ; $ 4.935.000 ;;;
GC-01-2023-273;01;Aplicación encuesta / batería de riesgo Psicosocial:;"Aplicación de Encuesta / batería de riesgo Psicosocial:

Disponibilidad de profesional especialista para la aplicación, medición e interpretación de resultados de cuestionarios en ciudades principales. 

Incluye: Asignación de profesional, Papeleria y documentación necesaria. Formas A y B de acuerdo con la normatividad y perfil del colaborador. 

Entrega de informe final en socialización a directivos, coordinadores comites y demás grupos interesados.";Unidad;9;19%; $ 100.000 ; $ 900.000 ;;;
GC-01-2023-274;10;Medición de material particulado (gases y vapores):;"Medición de Humos Metálicos / Soldadura.

Adicional a la toma de muestras se debe realizar análisis por absorción atómica y se analizan 13 metales.  Se debe tener en cuenta composición química del electrodo.  Análisis en laboratorio de Estados Unidos.  Incluye elaboración de informe final.

Nota importante: El envío y análisis tiene un costo adicional de USD 390 (dólares estadounidenses)/muestra.
Incluye: Asignación de profesional, Papelería y documentación necesaria. equipos de medición, trabajo en campo, entrega de informe final.";Global;1;19%; $ 3.240.000 ; $ 3.240.000 ;;;
GC-01-2023-275;10;Medición de ruido ambiental por sonometría:;"SONOMETRÍA

Es un estudio a nivel ocupacional de una fuente de ruido puntual que se realiza por intervalos cortos de tiempo, con el fin de conocer la exposición de ruido generado durante
una actividad especifica.

Incluye: Asignación de profesional, Papelería y documentación necesaria. equipos de medición, trabajo en campo, entrega de informe final.";Global;1;19%; $ 800.000 ; $ 800.000 ;;;
GC-01-2023-275;10;Medición de iluminación por luxómetria:;"LUXOMETRÍA

Es un estudio a nivel ocupacional de fuentes de iluminación puntuales que se realiza por intervalos cortos de tiempo, con el fin de conocer exposición a niveles de iluminación generados durante una actividad especifica.


Incluye: Asignación de profesional, Papelería y documentación necesaria. equipos de medición, trabajo en campo, entrega de informe final.";Global;1;19%; $ 750.000 ; $ 750.000 ;;;
GC-01-2023-276;13;Diseño / Actualización del SG-SST;"DISEÑO Y/O ACTUALIZACIÓN

Corresponde a las actividades necesarias para conocer el contexto de la organización, definir la documentación necesaria del SG-SST en las fases de organización y planificación.

Incluye: Visitas programadas para crear o actualizar la documentación y manual del SG-SST de la empresa. De acuerdo con DUR 1072/2015 y Resolución 0312/2019

Firma y aprobación de documentación relacionada. 

Entrega del manual del SG-SST aprobado para presentar a las autoridades.

Curso virtual de 50 horas sobre SG-SST ";Global;1;19%; $ 4.000.000 ; $ 4.000.000 ;;;
GC-01-2023-276;13;Diseño / Actualización del SG-SST;"IMPLEMENTACIÓN, VERIFICACIÓN Y MEJORA

Visitas programadas para que nuestros profesionales realicen actividades de acompañamiento para la implementación, mejora y verificación del SG-SST.

Incluye: Acompañamiento por (4) Cuatro horas mensuales de equipo profesional para diseño e implementación de actividades de SGSST (Psicólogo, Ingeniero SST, Fisioterapeuta).

Actualización de documentos, realización de capacitaciones, inspecciones, acompañamiento al vigia SST, plan de emergencias y contratistas.  De acuerdo con DUR 1072/2015 y Resolución 0312/2019

Certificación mensual.
Curso virtual de 50 horas sobre SG-SST 
Pauasa dinamicas y mentales";Mensual;10;19%; $ 600.000 ; $ 6.000.000 ;;;
GC-01-2023-277;10;Medición de material particulado (gases y vapores):;"Medición de Humos Metálicos / Soldadura.

Adicional a la toma de muestras se debe realizar análisis por absorción atómica y se analizan 13 metales.  Se debe tener en cuenta composición química del electrodo.  Análisis en laboratorio de Estados Unidos.  Incluye elaboración de informe final.

Nota importante: El envío y análisis tiene un costo adicional de USD 390 (dólares estadounidenses)/muestra.
Incluye: Asignación de profesional, Papelería y documentación necesaria. equipos de medición, trabajo en campo, entrega de informe final.";Global;1;19%; $ 3.240.000 ; $ 3.240.000 ;;;
GC-01-2023-278;01;Aplicación encuesta / batería de riesgo Psicosocial:;"Aplicación de Encuesta / batería de riesgo Psicosocial:

Disponibilidad de profesional especialista para la aplicación, medición e interpretación de resultados de cuestionarios en ciudades principales. 

Incluye: Asignación de profesional, Papeleria y documentación necesaria. Formas A y B de acuerdo con la normatividad y perfil del colaborador. 

Entrega de informe final en socialización a directivos, coordinadores comites y demás grupos interesados.";Unidad;90;19%; $ 40.000 ; $ 3.600.000 ;;;
GC-01-2023-279;12;Otros servicios;"ACOMPAÑAMIENTO / INSPECCIÓN SEGURIDAD Y SALUD EN EL TRABAJO

Disponibilidad de  profesional para acompañamiento a equipo técnico de la empresa para garantizar el cumplimiento requisitos del  SGSST (sistema de Gestión de la seguridad y salud en el trabajo).

Se contempla  para (2) Dos días distribuidos en horarios de 8:00 am a 12:00 pm y de 9:00 pm a 12:00 am.

Incluye: Acompañamiento por profesional para realizar acompañamiento de equipo técnico en obra. Elaboración de ATS, inspección e informe de acuerdo con documentos entragados por el cliente.";Unidad;1;19%; $ 835.000 ; $ 835.000 ;;;
GC-01-2023-280;01;Aplicación encuesta / batería de riesgo Psicosocial:;"Aplicación de Encuesta / batería de riesgo Psicosocial:

Disponibilidad de profesional especialista para la aplicación, medición e interpretación de resultados de cuestionarios en ciudades principales. 

Incluye: Asignación de profesional, Papeleria y documentación necesaria. Formas A y B de acuerdo con la normatividad y perfil del colaborador. 

Entrega de informe final en socialización a directivos, coordinadores comites y demás grupos interesados.";Unidad;200;19%; $ 30.000 ; $ 6.000.000 ;;;
GC-01-2023-281;10;Medición de iluminación por luxómetria:;"LUXOMETRÍA

Es un estudio a nivel ocupacional de fuentes de iluminación puntuales que se realiza por intervalos cortos de tiempo, con el fin de conocer exposición a niveles de iluminación generados durante una actividad especifica.


Incluye: Asignación de profesional, Papelería y documentación necesaria. equipos de medición, trabajo en campo, entrega de informe final.";Global;1;19%; $ 750.000 ; $ 750.000 ;;;
GC-01-2023-281;04;Profesiograma por cargos:;"PROFESIOGRAMA

Método de estudio para determinar las exigencias del trabajo y las aptitudes mínimas para su desempeño. Su objetivo es seleccionar al personal más adecuado, analizando tanto los requisitos del puesto de trabajo como la carcaterización psicofísica y biológica del aspirante o trabajador. 

Incluye: Asignación de profesional especialista SST.  Firma y aprobación de documentación relacionada. Entrega del profesiograma aprobado para presentar a las autoridades.";Global;1;19%; $ 1.200.000 ; $ 1.200.000 ;;;
GC-01-2023-282;09;Análisis de Puesto de Trabajo;"Inspección y análisis de Puesto de Trabajo o evaluación del puesto de trabajo (RIESGO BIOMECÁNICO).

Estudio realizado por Profesional especialista en SST. Pretende realiza acompañamiento, revisión y análisis del puesto de trabajo para determinar CARGA FÍSICA para las actividades desarrolladas por los trabajadores en la empresa.

El estudio se realiza por cargos; de los cuales se realiza 1 estudio por cargo similar para determinar condiciones. 

Incluye: Asignación de profesional, Papelería y documentación y equipos de medición necesarios.";Unidad;40;19%; $ 100.000 ; $ 4.000.000 ;;;
GC-01-2023-282;09;Análisis de Puesto de Trabajo;"ANÁLISIS DE PUESTO DE TRABAJO CON ENFASIS BIOMECÁNICO 

Estudio realizado con enfáis BIOMECÁNICO por Fisioterapeuta especialista en SST. Busca realizar acompañamiento, revisión y análisis del puesto de trabajo con énfasis ergonómico y ángulos de movimientos por patologías reportadas en solicitud de documentos para estudio de origen de enfermedad en proceso con EPS.

Incluye: Asignación de profesional, Papelería y documentación y equipos de medición necesarios.";Unidad;1;19%; $ 950.000 ; $ 950.000 ;;;
GC-01-2023-283;10;Medición de iluminación por luxómetria:;"LUXOMETRÍA

Es un estudio a nivel ocupacional de fuentes de iluminación puntuales que se realiza por intervalos cortos de tiempo, con el fin de conocer exposición a niveles de iluminación generados durante una actividad especifica.


Incluye: Asignación de profesional, Papelería y documentación necesaria. equipos de medición, trabajo en campo, entrega de informe final.";Global;1;19%; $ 750.000 ; $ 750.000 ;;;
GC-01-2023-284;10;Medición de iluminación por luxómetria:;"LUXOMETRÍA

Es un estudio a nivel ocupacional de fuentes de iluminación puntuales que se realiza por intervalos cortos de tiempo, con el fin de conocer exposición a niveles de iluminación generados durante una actividad especifica.


Incluye: Asignación de profesional, Papelería y documentación necesaria. equipos de medición, trabajo en campo, entrega de informe final.";Global;1;19%; $ 750.000 ; $ 750.000 ;;;
GC-01-2023-280 v1;01;Aplicación encuesta / batería de riesgo Psicosocial:;"Aplicación de Encuesta / batería de riesgo Psicosocial:

Disponibilidad de profesional especialista para la aplicación, medición e interpretación de resultados de cuestionarios en ciudades principales. 

Incluye: Asignación de profesional, Papeleria y documentación necesaria. Formas A y B de acuerdo con la normatividad y perfil del colaborador. 

Entrega de informe final en socialización a directivos, coordinadores comites y demás grupos interesados.";Unidad;200;19%; $ 28.000 ; $ 5.600.000 ;;;
GC-01-2023-285;01;Aplicación encuesta / batería de riesgo Psicosocial:;"Aplicación de Encuesta / batería de riesgo Psicosocial:

Disponibilidad de profesional especialista para la aplicación, medición e interpretación de resultados de cuestionarios en ciudades principales. 

Incluye: Asignación de profesional, Papeleria y documentación necesaria. Formas A y B de acuerdo con la normatividad y perfil del colaborador. 

Entrega de informe final en socialización a directivos, coordinadores comites y demás grupos interesados.";Unidad;75;19%; $ 30.000 ; $ 2.250.000 ;;;
GC-01-2023-054 v5;09;Análisis de Puesto de Trabajo;"Inspección y análisis de Puesto de Trabajo o evaluación del puesto de trabajo (RIESGO BIOMECÁNICO).

Estudio realizado por Profesional especialista en SST. Pretende realiza acompañamiento, revisión y análisis del puesto de trabajo para determinar CARGA FÍSICA para las actividades desarrolladas por los trabajadores en la empresa.

El estudio se realiza por cargos; de los cuales se realiza 1 estudio por cargo similar para determinar condiciones. 

Incluye: Asignación de profesional, Papelería y documentación y equipos de medición necesarios.";Unidad;6;19%; $ 150.000 ; $ 900.000 ;;;
GC-01-2023-054 v5;04;Profesiograma por cargos:;"Método de estudio para determinar las exigencias del trabajo y las aptitudes mínimas para su desempeño. Su objetivo es seleccionar al personal más adecuado, analizando tanto los requisitos del puesto de trabajo como la carcaterización psicofísica y biológica del aspirante o trabajador. 

Corresponde a 7 cargos

Incluye: Asignación de profesional especialista SST.  Firma y aprobación de documentación relacionada. Entrega del profesiograma aprobado para presentar a las autoridades.";Global;1;19%; $ 600.000 ; $ 600.000 ;;;
GC-01-2023-054 v5;12;Otros servicios;"DESCUENTO

Descuento aplicado por excendente en el pago del servicio de Batería de Riesgo Pisocosial 2023";Global;1;;-$ 600.000 ;-$ 600.000 ;;;
GC-01-2023-237 v1;10;Medición de iluminación por luxómetria:;"LUXOMETRÍA

Es un estudio a nivel ocupacional de fuentes de iluminación puntuales que se realiza por intervalos cortos de tiempo, con el fin de conocer exposición a niveles de iluminación generados durante una actividad especifica.


Incluye: Asignación de profesional, Papelería y documentación necesaria. equipos de medición, trabajo en campo, entrega de informe final.";Global;9;19%; $ 400.000 ; $ 3.600.000 ;;;
GC-01-2023-237 v1;10;Medición de ruido ambiental por sonometría:;"SONOMETRÍA


Es un estudio a nivel ocupacional de una fuente de ruido puntual que se realiza por intervalos cortos de tiempo, con el fin de conocer la exposición de ruido generado durante una actividad especifica.

Incluye: Asignación de profesional, Papelería y documentación necesaria. equipos de medición, trabajo en campo, entrega de informe final.";Global;9;19%; $ 500.000 ; $ 4.500.000 ;;;
GC-01-2023-237 v1;10;Medición de ruido ambiental por sonometría:;"DOSIMETRÍA

Calcular la dosis de ruido a que están expuestos los trabajadores que laboran en la empresa en una jornada normal de trabajo. Comparar los niveles de presión sonora con los valores límites permisibles, así mismo presentar recomendaciones de carácter general que contribuyan a disminuir la exposición al ruido de los trabajadores si hay sobreexposición a este factor de riesgo.  

Incluye: Asignación de profesional, Papelería y documentación necesaria. equipos de medición, trabajo en campo, entrega de informe final.";Unidad;14;19%; $ 852.500 ; $ 11.935.000 ;;;
GC-01-2023-286;01;Aplicación encuesta / batería de riesgo Psicosocial:;"Aplicación de Encuesta / batería de riesgo Psicosocial:

Disponibilidad de profesional especialista para la aplicación, medición e interpretación de resultados de cuestionarios en ciudades principales. 

Incluye: Asignación de profesional, Papeleria y documentación necesaria. Formas A y B de acuerdo con la normatividad y perfil del colaborador. 

Entrega de informe final en socialización a directivos, coordinadores comites y demás grupos interesados.";Unidad;2350;19%; $ 1.515.000 ; $ 3.560.250.000 ;;;
GC-01-2023-054 v6;09;Análisis de Puesto de Trabajo;"Inspección y análisis de Puesto de Trabajo o evaluación del puesto de trabajo (RIESGO BIOMECÁNICO).

Estudio realizado por Profesional especialista en SST. Pretende realiza acompañamiento, revisión y análisis del puesto de trabajo para determinar CARGA FÍSICA para las actividades desarrolladas por los trabajadores en la empresa.

El estudio se realiza por cargos; de los cuales se realiza 1 estudio por cargo similar para determinar condiciones. 

Incluye: Asignación de profesional, Papelería y documentación y equipos de medición necesarios.";Unidad;3;19%; $ 150.000 ; $ 450.000 ;;;
GC-01-2023-054 v6;04;Profesiograma por cargos:;"Método de estudio para determinar las exigencias del trabajo y las aptitudes mínimas para su desempeño. Su objetivo es seleccionar al personal más adecuado, analizando tanto los requisitos del puesto de trabajo como la carcaterización psicofísica y biológica del aspirante o trabajador. 

Corresponde a 7 cargos

Incluye: Asignación de profesional especialista SST.  Firma y aprobación de documentación relacionada. Entrega del profesiograma aprobado para presentar a las autoridades.";Global;1;19%; $ 300.000 ; $ 300.000 ;;;
GC-01-2023-054 v6;12;Otros servicios;"DESCUENTO

Descuento aplicado por excendente en el pago del servicio de Batería de Riesgo Pisocosial 2023";Global;1;;-$ 300.000 ;-$ 300.000 ;;;
GC-01-2023-054 v7;09;Análisis de Puesto de Trabajo;"Inspección y análisis de Puesto de Trabajo o evaluación del puesto de trabajo (RIESGO BIOMECÁNICO).

Estudio realizado por Profesional especialista en SST. Pretende realiza acompañamiento, revisión y análisis del puesto de trabajo para determinar CARGA FÍSICA para las actividades desarrolladas por los trabajadores en la empresa.

El estudio se realiza por cargos; de los cuales se realiza 1 estudio por cargo similar para determinar condiciones. 

Incluye: Asignación de profesional, Papelería y documentación y equipos de medición necesarios.";Unidad;3;19%; $ 150.000 ; $ 450.000 ;;;
GC-01-2023-054 v7;04;Profesiograma por cargos:;"Método de estudio para determinar las exigencias del trabajo y las aptitudes mínimas para su desempeño. Su objetivo es seleccionar al personal más adecuado, analizando tanto los requisitos del puesto de trabajo como la carcaterización psicofísica y biológica del aspirante o trabajador. 

Corresponde a 7 cargos

Incluye: Asignación de profesional especialista SST.  Firma y aprobación de documentación relacionada. Entrega del profesiograma aprobado para presentar a las autoridades.";Global;1;19%; $ 300.000 ; $ 300.000 ;;;
GC-01-2023-054 v7;12;Otros servicios;"DESCUENTO

Descuento aplicado por excendente en el pago del servicio de Batería de Riesgo Pisocosial 2023";Global;1;;-$ 300.000 ;-$ 300.000 ;;;
GC-01-2023-281 v1;10;Medición de iluminación por luxómetria:;"LUXOMETRÍA

Es un estudio a nivel ocupacional de fuentes de iluminación puntuales que se realiza por intervalos cortos de tiempo, con el fin de conocer exposición a niveles de iluminación generados durante una actividad especifica.


Incluye: Asignación de profesional, Papelería y documentación necesaria. equipos de medición, trabajo en campo, entrega de informe final.";Global;1;19%; $ 750.000 ; $ 750.000 ;;;
GC-01-2023-281 v1;04;Profesiograma por cargos:;"PROFESIOGRAMA

Método de estudio para determinar las exigencias del trabajo y las aptitudes mínimas para su desempeño. Su objetivo es seleccionar al personal más adecuado, analizando tanto los requisitos del puesto de trabajo como la carcaterización psicofísica y biológica del aspirante o trabajador. 

Incluye: Asignación de profesional especialista SST.  Firma y aprobación de documentación relacionada. Entrega del profesiograma aprobado para presentar a las autoridades.";Global;1;19%; $ 600.000 ; $ 600.000 ;;;
GC-01-2023-281 v1;07;Capacitación acompañamiento Virtual SST;"Capacitaciones en TEMAS AMBIENTALES:

Se brinda mediante la asignación de profesional con disponibilidad de (2) Dos horas para dictar capacitación en el siguiente tema:


Disposición final de resiudos. Programa de manejo de residuos peligrosos


S realiza de manera presencial y/o para grupos de máximo 10 personas.

Incluye: Asignación de profesional especialista, evaluación de conocimientos virtual, entrega de certificado de asistencia.";Unidad;1;19%; $ 368.500 ; $ 368.500 ;;;
GC-01-2023-287;10;Medición de ruido ambiental por sonometría:;"SONOMETRÍA

Es un estudio a nivel ocupacional de una fuente de ruido puntual que se realiza por intervalos cortos de tiempo, con el fin de conocer la exposición de ruido generado durante
una actividad especifica.

Incluye: Asignación de profesional, Papelería y documentación necesaria. equipos de medición, trabajo en campo, entrega de informe final.";Global;1;19%; $ 850.000 ; $ 850.000 ;;;
GC-01-2023-287;10;Medición de iluminación por luxómetria:;"LUXOMETRÍA

Es un estudio a nivel ocupacional de fuentes de iluminación puntuales que se realiza por intervalos cortos de tiempo, con el fin de conocer exposición a niveles de iluminación generados durante una actividad especifica.


Incluye: Asignación de profesional, Papelería y documentación necesaria. equipos de medición, trabajo en campo, entrega de informe final.";Global;1;19%; $ 800.000 ; $ 800.000 ;;;
GC-01-2023-287;09;Análisis de Puesto de Trabajo;"Inspección y análisis de Puesto de Trabajo o evaluación del puesto de trabajo (RIESGO BIOMECÁNICO).

Estudio realizado por Profesional especialista en SST. Pretende realiza acompañamiento, revisión y análisis del puesto de trabajo para determinar FUNCIONES para las actividades desarrolladas por los trabajadores en la empresa.

Incluye: Asignación de profesional, Papelería y documentación y equipos de medición necesarios.";Unidad;9;19%; $ 450.000 ; $ 4.050.000 ;;;
GC-01-2023-289;15;Investigación Accidente de trabajo;"REVISIÓN DE INVESTIGACIÓN DE ACCIDENTES DE TRABAJO CON LESIONES GRAVES:


(Aplicando metodología de investigación y criterios establecidos en Resolución 1401 de 2007).


Incluye disponibilidad de personal idóneo que analice la
documentación aportada por la empresa PREVIAMENTE para realizar el documento de investigación, análisis de causas y plan de acción, basándose en reporte de accidente de trabajo y declaraciones de los accidentados y/o testigos.";HORA;3;19%; $ 100.000 ; $ 300.000 ;;;
GC-01-2023-290;10;Medición de confort Térmico:;"CONFORT TÉRMICO

Estudio a nivel ocupacional para medir confort o disconfort térmico, se mide mediante magnitudes termométricas, es decir, diferentes unidades que representan la temperatura a distintas escalas. 

Incluye: Asignación de profesional, Papelería y documentación necesaria. equipos de medición, trabajo en campo, entrega de informe final.";Global;1;19%; $ 850.000 ; $ 850.000 ;;;
GC-01-2023-291;09;Análisis de Puesto de Trabajo;"Inspección y análisis de Puesto de Trabajo o evaluación del puesto de trabajo (PSICOSOCIAL).

Estudio realizado por Profesional especialista en SST. Pretende realiza acompañamiento, revisión y análisis del puesto de trabajo para determinar CARGA MENTAL para las actividades desarrolladas por los trabajadores en la empresa.

El estudio se realiza por cargos; de los cuales se realiza 1 estudio por cargo similar para determinar condiciones. 

Incluye: Asignación de profesional, Papelería y documentación y equipos de medición necesarios.";Unidad;1;19%; $ 950.000 ; $ 950.000 ;;;
GC-01-2023-292;09;Análisis de Puesto de Trabajo;"ANÁLISIS DE PUESTO DE TRABAJO CON ENFASIS BIOMECÁNICO 

La Inspección y análisis de Puesto de Trabajo o evaluación del puesto de trabajo es un estudio realizado por Profesional especialista en SST. Pretende realizar acompañamiento, revisión y análisis del puesto de trabajo para determinar CARGA FÍSICA para las actividades desarrolladas por los trabajadores en la empresa.

El estudio se realiza por cargos; de los cuales se realiza 1 estudio por cargo similar para determinar condiciones. 

Incluye: Asignación de profesional, Papelería y documentación y equipos de medición necesarios.";Unidad;1;19%; $ 700.000 ; $ 700.000 ;;;
GC-01-2023-293;01;Aplicación encuesta / batería de riesgo Psicosocial:;"Aplicación de Encuesta / batería de riesgo Psicosocial:

Disponibilidad de profesional especialista para la aplicación, medición e interpretación de resultados de cuestionarios en ciudades principales. 

Incluye: Asignación de profesional, Papeleria y documentación necesaria. Formas A y B de acuerdo con la normatividad y perfil del colaborador. 

Entrega de informe final en socialización a directivos, coordinadores comites y demás grupos interesados.";Unidad;173;19%; $ 30.000 ; $ 5.190.000 ;;;
GC-01-2023-294;09;Análisis de Puesto de Trabajo;"Inspección de Puesto de Trabajo o evaluación del puesto de trabajo (RIESGO ERGONÓMICO) (ANÁLISIS BIOMECÁNICO) TELETRABAJO:
Estudio realizado por profesional especialista en SST. Pretende realiza acompañamiento, revisión y análisis del puesto de trabajo con énfasis ergonómico y  evaluacion de condiciones del puesto de teletrabajo para las actividades desarrolladas por los trabajadores en la empresa.

Incluye: Asignación de profesional, Papelería y documentación y equipos de medición necesarios.";Unidad;18;19%; $ 69.600 ; $ 1.252.800 ;;;
GC-01-2023-294;06;Acompañamiento para la implementación del SG-SST:;"IMPLEMENTACIÓN, VERIFICACIÓN Y MEJORA

Visitas programadas para que nuestros profesionales realicen actividades de acompañamiento para la implementación, mejora y verificación del SG-SST.

Incluye: Acompañamiento por (2) Dos horas mensuales de equipo profesional para diseño e implementación de actividades de SGSST (Psicólogo, Ingeniero SST, Fisioterapeuta).

Actualización de documentos, realización de capacitaciones, inspecciones, acompañamiento al vigia SST, plan de emergencias y contratistas, Acompañamiento en auditorias por parte de clientes.  De acuerdo con DUR 1072/2015 y Resolución 0312/2019

Certificación mensual.
Curso virtual de 50 horas sobre SG-SST 
Pauasa dinamicas y mentales.";Trimestral;4;19%; $ 900.000 ; $ 3.600.000 ;;;
GC-01-2023-294;06;Auditoria Sistema SG- SST;"Acompañamiento en proceso de auditoria como parte de la responsabilidad como encargado del SG-SST.

Los resultados dependen del avance en el diseño e implementación del SG-SST de la empresa. El informe es entregado por el cleinte que audita.

Incluye: Asignación de profesional, Papeleria y
documentación necesaria, ";Global;1;19%; $ 450.000 ; $ 450.000 ;;;
GC-01-2023-295;10;Medición de confort Térmico:;"CONFORT/ESTRÉS TÉRMICO

Estudio a nivel ocupacional para medir confort o disconfort térmico, se mide mediante magnitudes termométricas, es decir, diferentes unidades que representan la temperatura a distintas escalas. 

Incluye: Asignación de profesional, Papelería y documentación necesaria. equipos de medición, trabajo en campo, entrega de informe final.";Global;2;19%; $ 850.000 ; $ 1.700.000 ;;;
GC-01-2023-295;10;Medición de iluminación por luxómetria:;"LUXOMETRÍA

Es un estudio a nivel ocupacional de fuentes de iluminación puntuales que se realiza por intervalos cortos de tiempo, con el fin de conocer exposición a niveles de iluminación generados durante una actividad especifica.


Incluye: Asignación de profesional, Papelería y documentación necesaria. equipos de medición, trabajo en campo, entrega de informe final.";Global;1;19%; $ 750.000 ; $ 750.000 ;;;
GC-01-2023-281 v2;10;Medición de iluminación por luxómetria:;"LUXOMETRÍA

Es un estudio a nivel ocupacional de fuentes de iluminación puntuales que se realiza por intervalos cortos de tiempo, con el fin de conocer exposición a niveles de iluminación generados durante una actividad especifica.


Incluye: Asignación de profesional, Papelería y documentación necesaria. equipos de medición, trabajo en campo, entrega de informe final.";Global;1;19%; $ 750.000 ; $ 750.000 ;;;
GC-01-2023-281 v2;04;Profesiograma por cargos:;"PROFESIOGRAMA

Método de estudio para determinar las exigencias del trabajo y las aptitudes mínimas para su desempeño. Su objetivo es seleccionar al personal más adecuado, analizando tanto los requisitos del puesto de trabajo como la carcaterización psicofísica y biológica del aspirante o trabajador. 

Incluye: Asignación de profesional especialista SST.  Firma y aprobación de documentación relacionada. Entrega del profesiograma aprobado para presentar a las autoridades.";Global;1;19%; $ 600.000 ; $ 600.000 ;;;
GC-01-2023-281 v2;07;Capacitación acompañamiento Virtual SST;"CAPACITACIÓN

Se brinda mediante la asignación de profesional con disponibilidad de (2) Dos horas para dictar capacitación en el siguiente tema:


Disposición final de resiudos. Programa de manejo de residuos peligrosos.

Relaciones Interpersonales.

Trabajo en Equipo


S realiza de manera presencial y/o para grupos de máximo 10 personas.

Incluye: Asignación de profesional especialista, evaluación de conocimientos virtual, entrega de certificado de asistencia.";Unidad;3;19%; $ 368.500 ; $ 1.105.500 ;;;
GC-01-2023-293 v1;01;Aplicación encuesta / batería de riesgo Psicosocial:;"Aplicación de Encuesta / batería de riesgo Psicosocial:

Disponibilidad de profesional especialista para la aplicación, medición e interpretación de resultados de cuestionarios en ciudades principales. 

Incluye: Asignación de profesional, Papeleria y documentación necesaria. Formas A y B de acuerdo con la normatividad y perfil del colaborador. 

Entrega de informe final en socialización a directivos, coordinadores comites y demás grupos interesados.";Unidad;173;19%; $ 27.000 ; $ 4.671.000 ;;;
GC-01-2023-296;12;Otros servicios;"Vocs                      :6 Puntos -Cabinas de pintura, líneas de limpieza, Horno a gas, proceso de marcación con tintas y lavado de envases

Dosimetrías           :6 Puntos-áreas de troquelado, ensamble de envases, entre otras

BTX                      :2 Puntos- Cabinas de pinturas

Humos metálicos :3Puntos -Soldadoras de cuerpos de envases de acero.";Global;1;19%; $ -   ; $ -   ;;;
GC-01-2023-297;09;Análisis de Puesto de Trabajo;"Inspección y análisis de Puesto de Trabajo o evaluación del puesto de trabajo (RIESGO BIOMECÁNICO).

Estudio realizado por Profesional especialista en SST. Pretende realiza acompañamiento, revisión y análisis del puesto de trabajo para determinar CARGA FÍSICA para las actividades desarrolladas por los trabajadores en la empresa.

El estudio se realiza por cargos; de los cuales se realiza 1 estudio por cargo similar para determinar condiciones. 

Incluye: Asignación de profesional, Papelería y documentación y equipos de medición necesarios.";Unidad;10;19%; $ 380.000 ; $ 3.800.000 ;;;
