No Cotizacion;Cod;Producto;concepto;medida;cantidad;Iva;vr/unitario;vr total;;;
GC-01-2026-076;16;Acompañamiento para la implementación del SG-SST:;"IMPLEMENTACIÓN, VERIFICACIÓN Y MEJORA

Visitas programadas para que nuestros profesionales realicen actividades de acompañamiento para la implementación, mejora y verificación del SG-SST.

Incluye: Acompañamiento por (6) Seis horas mensuales de equipo profesional para implementación de actividades de SGSST (Psicólogo, Ingeniero SST, Fisioterapeuta).

Actualización de documentos, realización de capacitaciones, inspecciones, acompañamiento al vigia SST, plan de emergencias y contratistas.  De acuerdo con DUR 1072/2015 y Resolución 0312/2019

Pausas dinámicas presenciales Mensualmente.
Autoevaluación de estándares mínimos SGSST anual.
Mediciones de exposición a ruido e iluminación.";Mensual;3;19%; $ 1.000.000 ; $ 3.000.000 ;;;
GC-01-2026-077;01;Aplicación encuesta / batería de riesgo Psicosocial:;"BATERÍA DE RIESGO PSICOSOCIAL

Disponibilidad de profesional especialista para la aplicación, medición e interpretación de resultados de cuestionarios en ciudades principales. 

Incluye: Asignación de profesional, Papeleria y documentación necesaria. Formas A y B de acuerdo con la normatividad y perfil del colaborador. 

Entrega de informe final en socialización a directivos, coordinadores comites y demás grupos interesados.

Entrega de certificado de custodia y confidencialidad.

Acceso a plataforma web (DashBoard) con gráficas de resultados en tiempo real";Unidad;6;19%; $ 120.000 ; $ 720.000 ;;;
GC-01-2026-078;12;Otras Mediciones Especializadas;"BTX

Benceno, tolueno y xileno por colorimetria.

Incluye: Asignación de profesional, Papelería y documentación necesaria. equipos de medición, trabajo en campo, entrega de informe final.";Punto;1;19%; $ 1.850.000 ; $ 1.850.000 ;;;
GC-01-2026-079;09;Medición de material particulado (gases y vapores):;"ESTUDIO CALIDAD DE AIRE  - MATERIAL PARTICULADO

Estudio realizado para medir la calidad de aire y particulas finas, se monitorea vapores organicos volatiles, calidad de aire, particulas finas y gruesas, humedad relativa.

Incluye: Asignación de profesional, Papelería y documentación necesaria. equipos de medición, trabajo en campo, entrega de informe final.";Global;1;19%; $ 1.650.000 ; $ 1.650.000 ;;;
GC-01-2026-079;10;Medición de confort Térmico:;"CONFORT TÉRMICO

Estudio a nivel ocupacional para medir confort o disconfort térmico, se mide mediante magnitudes termométricas, es decir, diferentes unidades que representan la temperatura a distintas escalas. 

Incluye: Asignación de profesional, Papelería y documentación necesaria. equipos de medición, trabajo en campo, entrega de informe final.";Global;1;19%; $ 900.000 ; $ 900.000 ;;;
GC-01-2026-079;09;Medición de material particulado (gases y vapores):;"GASES DE COMBUSTIÓN

Gases de Combustión por muestreo directo con sensor específico para cada gas (Monóxido de Carbono CO, Dióxido de Carbono CO2, Ácido Sulfihídrico,Metano, Etano, Propano).

Incluye: Asignación de profesional, Papelería y documentación necesaria. equipos de medición, trabajo en campo, entrega de informe final.";Global;1;19%; $ 1.650.000 ; $ 1.650.000 ;;;
GC-01-2026-080;01;Aplicación encuesta / batería de riesgo Psicosocial:;"BATERÍA DE RIESGO PSICOSOCIAL

Disponibilidad de profesional especialista para la aplicación, medición e interpretación de resultados de cuestionarios en ciudades principales. 

Incluye: Asignación de profesional, Papeleria y documentación necesaria. Formas A y B de acuerdo con la normatividad y perfil del colaborador. 

Entrega de informe final en socialización a directivos, coordinadores comites y demás grupos interesados.

Entrega de certificado de custodia y confidencialidad.

Acceso a plataforma web (DashBoard) con gráficas de resultados en tiempo real";Unidad;14;19%; $ 100.000 ; $ 1.400.000 ;;;
GC-01-2026-080;19;Análisis de Puesto de Trabajo;"ANÁLISIS DE PUESTO DE TRABAJO (Preventivo)

Estudio de INSPECCIÓN DE PUESTO DE TRABAJO realizado con enfásis BIOMECÁNICO por Fisioterapeuta especialista en SST. Busca realizar acompañamiento, revisión y análisis del puesto de trabajo con énfasis ergonómico y ángulos de movimientos por patologías a nivel osteomuscular.


Incluye: Asignación de profesional, Papeleria y documentación necesaria. Informe final";Unidad;3;19%; $ 350.000 ; $ 1.050.000 ;;;
GC-01-2026-081;06;Profesiograma por cargos:;"PROFESIOGRAMA 

Método de estudio para determinar las exigencias del trabajo y las aptitudes mínimas para su desempeño. Su objetivo es seleccionar al personal más adecuado, analizando tanto los requisitos del puesto de trabajo como la carcaterización psicofísica y biológica del aspirante o trabajador. 

Incluye: Asignación de profesional especialista SST.  Firma y aprobación de documentación relacionada. Entrega del profesiograma aprobado para presentar a las autoridades.

Este servicio comprende la evaluación de (19) Cargos en la entidad";Unidad;1;19%; $ 1.300.000 ; $ 1.300.000 ;;;
GC-01-2026-082;02;Auditoria;"AUDITORÍA INTERNA SISTEMA DE GESTIÓN AMBIENTAL (SGA)

Disponibilidad de auditor interno para la evaluación del Sistema de Gestión Ambiental (SGA), orientado a organizaciones del sector salud, dispositivos médicos y servicios especializados, donde la gestión ambiental se encuentra directamente asociada al control de riesgos sanitarios, operativos y regulatorios.

El servicio permite verificar el cumplimiento de la norma ISO 14001 y la legislación ambiental aplicable, con énfasis en procesos críticos como manejo de residuos peligrosos, control de agentes contaminantes y condiciones ambientales en entornos clínicos y tecnológicos.

Incluye:
- Acompañamiento por (1) día de profesional especialista en gestión ambiental y auditoría de sistemas.
- Elaboración de plan de auditoría con enfoque en riesgos y cumplimiento.
- Ejecución de auditoría en campo bajo criterios de evidencia objetiva.
- Informe de auditoría";Unidad;1;19%; $ 1.600.000 ; $ 1.600.000 ;;;
GC-01-2026-082;34;Auditoria PESV;"AUDITORIA INTERNA PESV 

Disponibilidad de auditor interno para la revisión del cumplimiento al PESV (Plan Estategico de Seguridad Vial) de la empresa, basado en la Resolución 40595 de 2022.

Incluye:  

- Acompañamiento por (1) Un día de profesional especialista para realizar auditoría al PESV de la empresa y los componentes del PESV (Fortalecimiento de la Gestión Institucional, Vehículos Seguros, Infraestructura física, Atención a Victimas y Comportamiento Humano).

- Plan de auditoría, trabajo en campo y elaboración de informe de auditoría.";Unidad;1;19%; $ 1.850.000 ; $ 1.850.000 ;;;
GC-01-2026-083;01;Aplicación encuesta / batería de riesgo Psicosocial:;"BATERÍA DE RIESGO PSICOSOCIAL

Disponibilidad de profesional especialista para la aplicación, medición e interpretación de resultados de cuestionarios en ciudades principales. 

Incluye: Asignación de profesional, Papeleria y documentación necesaria. Formas A y B de acuerdo con la normatividad y perfil del colaborador. 

Entrega de informe final en socialización a directivos, coordinadores comites y demás grupos interesados.

Entrega de certificado de custodia y confidencialidad.

Acceso a plataforma web (DashBoard) con gráficas de resultados en tiempo real";Unidad;85;19%; $ 35.000 ; $ 2.975.000 ;;;
GC-01-2026-084;35;Otros servicios;"DIAGNÓSTICO Y AUTOEVALUACIÓN DE CUMPLIMIENTO ESTÁNDARES MÍNIMOS SST

Acompañamiento en el Diagnóstico de documentos del SGSST para cumplimiento de Estándares Mínimos que comprende: 


- Nombramiento de responsable SGSST.
- Pago de aportes a seguridad social.
- Programa de capacitación, promoción y prevención.
- Plan de trabajo anual
- Metodología y Matriz para la identicación de peligros, valoración de riesgos y determinación de controles.
- Autoevaluación de estándares mínimos SGSST anual.
- Realización de exámenes médicos ocupacionales.";Global;1;19%; $ 500.000 ; $ 500.000 ;;;
GC-01-2026-085;35;Otros servicios;"SERVICIOS DE CONSULTORÍA ESPECIALIZADA - SISTEMA DE GESTIÓN DOCUMENTAL

Diseño, estructuración y control del sistema de gestión documental basados en principios de ISO 9001:2015, que comprende el desarrollo de las fases establecidas en propuesta técnica anexa.

1. Diagnóstico inicial. 
2. Diseño de arquitectura documental.
3. Estandarización documental.
4. Gestión del conocimiento Organizacional.
5. Control de seguridad de la información - Plan de continuidad del negocio.
 6. Socialización e implementación.";Hora;140;19%; $ 57.000 ; $ 7.980.000 ;;;
GC-01-2026-085;15;Diseño / Actualización del SG-SST;"DISEÑO, IMPLEMENTACIÓN, VERIFICACIÓN Y MEJORA DEL SG-SST

Diseño del SGSST vigente en la empresa y  cumplimiento de Estándares Mínimos que comprende:

- Nombramiento de responsable SGSST
- Programa de capacitación, promoción y prevención.
- Diseño del Plan de trabajo anual.
- Actualización de Matriz de identicación de peligros, valoración de riesgos y determinación de controles.
- Autoevaluación de estándares mínimos SGSST anual.
- Actualización de documentos, realización de capacitaciones, inspecciones, acompañamiento SST de acuerdo con DUR 1072/2015 y Resolución 0312/2019 y el tiempo durante el diseño del SGSST.
- Examenes médicos ocupacionales.
- Evaluación de riesgo psicosocial.
- Mediciones higiénicas básicas (Iluminación , ruido, copnfort térmico)";Mensual;12;19%; $ 1.000.000 ; $ 12.000.000 ;;;
GC-01-2026-084 v1;15;Diseño / Actualización del SG-SST;"DISEÑO, IMPLEMENTACIÓN, VERIFICACIÓN Y MEJORA DEL SG-SST 

Diseño del SGSST vigente en la empresa y cumplimiento de Estándares Mínimos que comprende:

- Nombramiento de responsable SGSST
- Programa de capacitación, promoción y prevención.
- Diseño del Plan de trabajo anual.
- Diseño de Matriz de identicación de peligros, valoración de riesgos y determinación de controles.
- Autoevaluación de estándares mínimos SGSST anual.
- Actualización de documentos, realización de capacitaciones, inspecciones, acompañamiento SST de acuerdo con DUR 1072/2015 y Resolución 0312/2019 y el tiempo durante el diseño del SGSST.";Global;1;19%; $ 1.200.000 ; $ 1.200.000 ;;;
GC-01-2026-084 v1;16;Acompañamiento para la implementación del SG-SST:;"IMPLEMENTACIÓN, VERIFICACIÓN Y MEJORA 

Visitas programadas para que nuestros profesionales realicen actividades de acompañamiento para la implementación, mejora y verificación del SG-SST.

Incluye:

- Acompañamiento por (4) Cuatro horas mensuales de equipo profesional para diseño e implementación de actividades de SGSST (Psicólogo, Ingeniero SST, Fisioterapeuta).
- Actualización de documentos, realización de capacitaciones, inspecciones, acompañamiento al vigia SST, plan de emergencias y contratistas. De acuerdo con DUR 1072/2015 y Resolución 0312/2019 
- Acceso a pausas dinamicas virtuales semanalmante.
- Autoevaluación de estándares mínimos SGSST anual";Mensual;12;19%; $ 300.000 ; $ 3.600.000 ;;;
GC-01-2026-086;06;Profesiograma por cargos:;"PROFESIOGRAMA 

Método de estudio para determinar las exigencias del trabajo y las aptitudes mínimas para su desempeño. Su objetivo es seleccionar al personal más adecuado, analizando tanto los requisitos del puesto de trabajo como la carcaterización psicofísica y biológica del aspirante o trabajador. 

Incluye: Asignación de profesional especialista SST.  Firma y aprobación de documentación relacionada. Entrega del profesiograma aprobado para presentar a las autoridades.

Este servicio comprende la evaluación de (4) Cargos en la empresa.";Unidad;1;19%; $ 1.300.000 ; $ 1.300.000 ;;;
GC-01-2026-087;06;Profesiograma por cargos:;"PROFESIOGRAMA 

Método de estudio para determinar las exigencias del trabajo y las aptitudes mínimas para su desempeño. Su objetivo es seleccionar al personal más adecuado, analizando tanto los requisitos del puesto de trabajo como la carcaterización psicofísica y biológica del aspirante o trabajador. 

Incluye: Asignación de profesional especialista SST.  Firma y aprobación de documentación relacionada. Entrega del profesiograma aprobado para presentar a las autoridades.

Este servicio comprende la evaluación de (22) Cargos en la empresa.";Unidad;1;19%; $ 1.300.000 ; $ 1.300.000 ;;;
GC-01-2026-088;14;Capacitación Intermedia Riesgos laborales:;"CAPACITACIÓN / FORMACIÓN RIESGOS LABORALES

Se brinda mediante la asignación de profesional con disponibilidad de horas mensuales para dictar talleres virtuales de los siguientes temas:

Prevención de riesgos (Se realiza por tema seleccionado en la empresa)

Incluye: Asignación de profesional especialista, evaluación de conocimientos virtual, entrega de certificado de asistencia.";Hora;1;19%; $ 180.000 ; $ 180.000 ;;;
GC-01-2026-088;14;Capacitación Intermedia Riesgos laborales:;"Capacitaciones en RIESGOS LABORALES: Se brinda mediante la asignación de profesional con disponibilidad de (4) Cuatro horas para dictar capacitación en alguno de los siguientes temas de EMERGENCIAS PSICOSOCIALES Y SIMULACRO:

- Brigada de emergencias. Repaso, legislación y bioseguridad.
- Valoración primaria y manejo del método CRISIS
- Primeros auxilios psicológicos.
- Simulacro.

Se realiza de manera presencial para grupos de máximo 10 personas. 

Incluye: Asignación de profesional especialista, evaluación de conocimientos virtual, entrega de certificado de asistencia.";Hora;4;19%; $ 300.000 ; $ 1.200.000 ;;;
